Modelo;Combinación de Características;Puntaje R^2
RandomForestRegressor;volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,465064506
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, total sulfur dioxide, density, sulphates, alcohol;0,465007574
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,464962646
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, sulphates, alcohol;0,46493075
RandomForestRegressor;volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,464915317
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, density, pH, sulphates, alcohol;0,464869017
RandomForestRegressor;volatile acidity, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,464806254
RandomForestRegressor;fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,464771615
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, chlorides, density, pH, sulphates, alcohol;0,464739719
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, total sulfur dioxide, sulphates, alcohol;0,464712968
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,464339823
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,46417623
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,464165255
RandomForestRegressor;citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,464103178
RandomForestRegressor;fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,464025669
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,464011264
RandomForestRegressor;fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,463897743
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, sulphates, alcohol;0,46381063
RandomForestRegressor;fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,463686477
RandomForestRegressor;citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,463596964
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,463577758
RandomForestRegressor;volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,463533172
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, pH, sulphates, alcohol;0,463505392
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,463190209
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,463112013
RandomForestRegressor;volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,462976885
RandomForestRegressor;citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,462934015
RandomForestRegressor;volatile acidity, citric acid, chlorides, density, pH, sulphates, alcohol;0,462934015
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,462833526
RandomForestRegressor;fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,462673705
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, total sulfur dioxide, pH, sulphates, alcohol;0,46251114
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, sulphates, alcohol;0,462435002
RandomForestRegressor;volatile acidity, citric acid, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,462427114
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,462231968
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, sulphates, alcohol;0,462076262
RandomForestRegressor;fixed acidity, volatile acidity, free sulfur dioxide, density, pH, sulphates, alcohol;0,461752161
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, sulphates, alcohol;0,461637954
RandomForestRegressor;volatile acidity, citric acid, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,461606401
RandomForestRegressor;volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,461426002
RandomForestRegressor;fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,461337175
RandomForestRegressor;citric acid, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,461318998
RandomForestRegressor;fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,461313853
RandomForestRegressor;volatile acidity, citric acid, chlorides, free sulfur dioxide, density, sulphates, alcohol;0,461306308
RandomForestRegressor;fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,461051143
RandomForestRegressor;fixed acidity, citric acid, total sulfur dioxide, density, pH, sulphates, alcohol;0,460869029
RandomForestRegressor;citric acid, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,460838162
RandomForestRegressor;citric acid, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,460748992
RandomForestRegressor;citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,460728071
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, sulphates;0,460715381
RandomForestRegressor;volatile acidity, free sulfur dioxide, pH, sulphates, alcohol;0,460696518
RandomForestRegressor;volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,460686915
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,460649189
RandomForestRegressor;chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,460618665
RandomForestRegressor;volatile acidity, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,460592943
RandomForestRegressor;volatile acidity, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,460567564
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,460551445
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,460510632
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,460495199
RandomForestRegressor;residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,460479422
RandomForestRegressor;volatile acidity, citric acid, residual sugar, density, pH, sulphates, alcohol;0,460410486
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, density, pH, sulphates, alcohol;0,460135429
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,460034941
RandomForestRegressor;volatile acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates;0,459920391
RandomForestRegressor;fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,459905301
RandomForestRegressor;fixed acidity, volatile acidity, free sulfur dioxide, pH, sulphates, alcohol;0,459847683
RandomForestRegressor;volatile acidity, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,459762971
RandomForestRegressor;fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,459243037
RandomForestRegressor;volatile acidity, citric acid, chlorides, total sulfur dioxide, sulphates, alcohol;0,459163813
RandomForestRegressor;volatile acidity, total sulfur dioxide, density, pH, sulphates, alcohol;0,459156953
RandomForestRegressor;citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates, alcohol;0,45903966
RandomForestRegressor;volatile acidity, residual sugar, total sulfur dioxide, density, sulphates, alcohol;0,459020797
RandomForestRegressor;volatile acidity, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,458896644
RandomForestRegressor;citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, sulphates, alcohol;0,458807473
RandomForestRegressor;volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,458781751
RandomForestRegressor;fixed acidity, volatile acidity, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,458710072
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, density, sulphates, alcohol;0,458695324
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, density, pH, sulphates, alcohol;0,458467596
RandomForestRegressor;fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, pH, sulphates, alcohol;0,458391801
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, total sulfur dioxide, sulphates, alcohol;0,458342414
RandomForestRegressor;volatile acidity, citric acid, chlorides, free sulfur dioxide, sulphates, alcohol;0,458046779
RandomForestRegressor;fixed acidity, citric acid, residual sugar, free sulfur dioxide, pH, sulphates, alcohol;0,458023458
RandomForestRegressor;volatile acidity, citric acid, free sulfur dioxide, pH, sulphates, alcohol;0,457824539
RandomForestRegressor;fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH, sulphates, alcohol;0,457423271
RandomForestRegressor;volatile acidity, total sulfur dioxide, pH, sulphates, alcohol;0,457380058
RandomForestRegressor;fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,457249045
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, sulphates, alcohol;0,457163305
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,456998339
RandomForestRegressor;volatile acidity, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,456977761
RandomForestRegressor;volatile acidity, residual sugar, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,456920486
RandomForestRegressor;volatile acidity, citric acid, free sulfur dioxide, density, pH, sulphates, alcohol;0,456640628
RandomForestRegressor;volatile acidity, citric acid, residual sugar, pH, sulphates, alcohol;0,456538081
RandomForestRegressor;volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,456462972
RandomForestRegressor;fixed acidity, citric acid, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,456369
RandomForestRegressor;citric acid, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,456339162
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, pH, sulphates, alcohol;0,456327502
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, density, sulphates, alcohol;0,456283945
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH, sulphates;0,45618037
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH, sulphates, alcohol;0,456065477
RandomForestRegressor;residual sugar, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,456018491
RandomForestRegressor;volatile acidity, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,455993455
RandomForestRegressor;fixed acidity, citric acid, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,455842551
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH, sulphates, alcohol;0,455680672
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, free sulfur dioxide, sulphates, alcohol;0,455439911
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,455203952
RandomForestRegressor;volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates;0,455110666
RandomForestRegressor;fixed acidity, residual sugar, total sulfur dioxide, pH, sulphates, alcohol;0,454998517
RandomForestRegressor;fixed acidity, citric acid, free sulfur dioxide, density, pH, sulphates, alcohol;0,454938155
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, chlorides, pH, sulphates, alcohol;0,454909003
RandomForestRegressor;volatile acidity, citric acid, chlorides, total sulfur dioxide, density, sulphates;0,454902487
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, free sulfur dioxide, density, sulphates, alcohol;0,454858587
RandomForestRegressor;chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,454816746
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, pH, sulphates, alcohol;0,454748496
RandomForestRegressor;volatile acidity, citric acid, residual sugar, free sulfur dioxide, sulphates, alcohol;0,454706654
RandomForestRegressor;fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates;0,454696365
RandomForestRegressor;fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, density, pH, sulphates, alcohol;0,454606852
RandomForestRegressor;fixed acidity, volatile acidity, chlorides, free sulfur dioxide, sulphates, alcohol;0,454583873
RandomForestRegressor;citric acid, chlorides, total sulfur dioxide, pH, sulphates, alcohol;0,454563981
RandomForestRegressor;fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, pH, sulphates, alcohol;0,45451288
RandomForestRegressor;volatile acidity, chlorides, total sulfur dioxide, density, sulphates, alcohol;0,454373293
RandomForestRegressor;fixed acidity, citric acid, chlorides, total sulfur dioxide, sulphates, alcohol;0,454313275
RandomForestRegressor;citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density, sulphates, alcohol;0,454308473
